# File generated by CMD 3.3 (http://stev.oapd.inaf.it/cmd) on Tue Sep 15 20:48:28 CEST 2020
# isochrones based on PARSEC release v1.2S +  COLIBRI S_35
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Photometric system: WFIRST proposed filters, Vegamags
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0 period1 pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  R062mag  Z087mag  Y106mag  J129mag  H158mag  F184mag  W149mag
0.0152 0.01508 10.13672 0.9493515491 2.4616594315    0.852  1.639  3.6725  2.371    4  0.000  0.473     0.00     0.00 -1    -1e-30      0.00 6.948e-01 2.901e-01 2.343e-03 1.058e-03 6.609e-03 -1.000 1.507e-02 0.672 0.604 -0.172 -0.464 -0.878 -1.274 -1.430 -0.919
0.0152 0.01508 10.13672 0.9494162202 2.4616746902    0.853  1.638  3.6728  2.374    4  0.000  0.473     0.00     0.00 -1    -1e-30      0.00 6.948e-01 2.901e-01 2.343e-03 1.058e-03 6.609e-03 -1.000 1.507e-02 0.675 0.606 -0.169 -0.460 -0.874 -1.270 -1.425 -0.915
0.0152 0.01508 10.13672 0.9494790435 2.4616894722    0.853  1.637  3.6730  2.376    4  0.000  0.473     0.00     0.00 -1    -1e-30      0.00 6.948e-01 2.901e-01 2.343e-03 1.058e-03 6.609e-03 -1.000 1.507e-02 0.677 0.608 -0.166 -0.458 -0.871 -1.266 -1.421 -0.911
0.0152 0.01508 10.13672 0.9495392442 2.4617037773    0.853  1.637  3.6732  2.377    4  0.000  0.473     0.00     0.00 -1    -1e-30      0.00 6.948e-01 2.901e-01 2.343e-03 1.058e-03 6.609e-03 -1.000 1.507e-02 0.678 0.608 -0.165 -0.456 -0.869 -1.264 -1.419 -0.909
0.0152 0.01508 10.13672 0.9496039748 2.4617190361    0.853  1.637  3.6733  2.377    4  0.000  0.473     0.00     0.00 -1    -1e-30      0.00 6.948e-01 2.901e-01 2.343e-03 1.058e-03 6.609e-03 -1.000 1.507e-02 0.678 0.608 -0.165 -0.456 -0.868 -1.263 -1.417 -0.909
0.0152 0.01508 10.13672 0.9496652484 2.4617333412    0.853  1.637  3.6734  2.377    4  0.000  0.473     0.00     0.00 -1    -1e-30      0.00 6.948e-01 2.901e-01 2.343e-03 1.058e-03 6.609e-03 -1.000 1.507e-02 0.678 0.607 -0.166 -0.456 -0.869 -1.263 -1.418 -0.909
0.0152 0.01508 10.13672 0.9497280121 2.4617481232    0.853  1.638  3.6734  2.377    4  0.000  0.473     0.00     0.00 -1    -1e-30      0.00 6.948e-01 2.901e-01 2.343e-03 1.058e-03 6.609e-03 -1.000 1.507e-02 0.676 0.606 -0.167 -0.458 -0.871 -1.265 -1.419 -0.911
0.0152 0.01508 10.13672 0.9497896433 2.4617626667    0.853  1.639  3.6733  2.375    4  0.000  0.473     0.00     0.00 -1    -1e-30      0.00 6.948e-01 2.901e-01 2.343e-03 1.058e-03 6.609e-03 -1.000 1.507e-02 0.673 0.603 -0.170 -0.461 -0.874 -1.268 -1.423 -0.914
0.0152 0.01508 10.13672 0.9497939348 2.4617638588    0.853  1.639  3.6733  2.375    4  0.000  0.473     0.00     0.00 -1    -1e-30      0.00 6.948e-01 2.901e-01 2.343e-03 1.058e-03 6.609e-03 -1.000 1.507e-02 0.673 0.603 -0.170 -0.461 -0.874 -1.268 -1.423 -0.914
0.0152 0.01508 10.13672 0.9498311877 2.4617724419    0.853  1.640  3.6732  2.374    4  0.000  0.473     0.00     0.00 -1    -1e-30      0.00 6.948e-01 2.901e-01 2.343e-03 1.058e-03 6.609e-03 -1.000 1.507e-02 0.670 0.600 -0.173 -0.464 -0.877 -1.271 -1.426 -0.917
0.0152 0.01508 10.13672 0.9498934150 2.4617872238    0.853  1.642  3.6731  2.371    4  0.000  0.473     0.00     0.00 -1    -1e-30      0.00 6.948e-01 2.901e-01 2.343e-03 1.058e-03 6.609e-03 -1.000 1.507e-02 0.665 0.596 -0.178 -0.469 -0.882 -1.277 -1.432 -0.923
0.0152 0.01508 10.13672 0.9499554634 2.4618017673    0.853  1.645  3.6728  2.368    4  0.000  0.473     0.00     0.00 -1    -1e-30      0.00 6.948e-01 2.901e-01 2.343e-03 1.058e-03 6.609e-03 -1.000 1.507e-02 0.658 0.590 -0.185 -0.477 -0.890 -1.286 -1.441 -0.931
0.0152 0.01508 10.13672 0.9500159621 2.4618160725    0.853  1.648  3.6725  2.363    4  0.000  0.473     0.00     0.00 -1    -1e-30      0.00 6.948e-01 2.901e-01 2.343e-03 1.058e-03 6.609e-03 -1.000 1.507e-02 0.650 0.582 -0.194 -0.486 -0.900 -1.296 -1.452 -0.941
0.0152 0.01508 10.13672 0.9500783086 2.4618308544    0.853  1.652  3.6721  2.357    4  0.000  0.473     0.00     0.00 -1    -1e-30      0.00 6.948e-01 2.901e-01 2.343e-03 1.058e-03 6.609e-03 -1.000 1.507e-02 0.639 0.573 -0.204 -0.498 -0.912 -1.309 -1.465 -0.953
0.0152 0.01508 10.13672 0.9501405358 2.4618453979    0.853  1.658  3.6716  2.350    4  0.000  0.473     0.00     0.00 -1    -1e-30      0.00 6.948e-01 2.901e-01 2.343e-03 1.058e-03 6.609e-03 -1.000 1.507e-02 0.626 0.562 -0.217 -0.511 -0.927 -1.325 -1.482 -0.969
0.0152 0.01508 10.13672 0.9502024055 2.4618599415    0.853  1.663  3.6710  2.342    4  0.000  0.473     0.00     0.00 -1    -1e-30      0.00 6.948e-01 2.901e-01 2.343e-03 1.058e-03 6.609e-03 -1.000 1.507e-02 0.612 0.550 -0.231 -0.526 -0.943 -1.342 -1.499 -0.985
0.0152 0.01508 10.13672 0.9502640963 2.4618744850    0.854  1.670  3.6703  2.333    4  0.000  0.473     0.00     0.00 -1    -1e-30      0.00 6.948e-01 2.901e-01 2.343e-03 1.058e-03 6.609e-03 -1.000 1.507e-02 0.596 0.536 -0.248 -0.544 -0.961 -1.362 -1.520 -1.004
0.0152 0.01508 10.13672 0.9503253698 2.4618890285    0.854  1.677  3.6696  2.323    4  0.000  0.473     0.00     0.00 -1    -1e-30      0.00 6.948e-01 2.901e-01 2.343e-03 1.058e-03 6.609e-03 -1.000 1.507e-02 0.578 0.521 -0.266 -0.563 -0.982 -1.384 -1.543 -1.025
0.0152 0.01508 10.13672 0.9503874183 2.4619035721    0.854  1.677  3.6696  2.322    4  0.000  0.473     0.00     0.00 -1    -1e-30      0.00 6.948e-01 2.901e-01 2.343e-03 1.058e-03 6.609e-03 -1.000 1.507e-02 0.576 0.519 -0.267 -0.564 -0.984 -1.385 -1.544 -1.026
0.0152 0.01508 10.13672 0.9504508972 2.4619183540    0.854  1.693  3.6680  2.300    4  0.000  0.473     0.00     0.00 -1    -1e-30      0.00 6.948e-01 2.901e-01 2.343e-03 1.058e-03 6.609e-03 -1.000 1.507e-02 0.537 0.486 -0.307 -0.607 -1.029 -1.434 -1.595 -1.073
0.0152 0.01508 10.13672 0.9505125284 2.4619328976    0.854  1.722  3.6652  2.260    4  0.000  0.473     0.00     0.00 -1    -1e-30      0.00 6.948e-01 2.901e-01 2.343e-03 1.058e-03 6.609e-03 -1.000 1.507e-02 0.464 0.424 -0.379 -0.684 -1.111 -1.522 -1.687 -1.158
0.0152 0.01508 10.13672 0.9505578876 2.4619436264    0.854  1.760  3.6616  2.208    4  0.000  0.473     0.00     0.00 -1    -1e-30      0.00 6.948e-01 2.901e-01 2.343e-03 1.058e-03 6.609e-03 -1.000 1.507e-02 0.371 0.345 -0.472 -0.784 -1.217 -1.635 -1.804 -1.266
0.0152 0.01508 10.13672 0.9505821466 2.4619493484    0.854  1.798  3.6579  2.155    4  0.000  0.473     0.00     0.00 -1    -1e-30      0.00 6.948e-01 2.901e-01 2.343e-03 1.058e-03 6.609e-03 -1.000 1.507e-02 0.275 0.264 -0.567 -0.885 -1.326 -1.751 -1.925 -1.377
0.0152 0.01508 10.13672 0.9505953789 2.4619524479    0.854  1.837  3.6542  2.101    4  0.000  0.473     0.00     0.00 -1    -1e-30      0.00 6.948e-01 2.901e-01 2.343e-03 1.058e-03 6.609e-03 -1.000 1.507e-02 0.177 0.183 -0.663 -0.987 -1.435 -1.868 -2.047 -1.490
0.0152 0.01508 10.13672 0.9506024718 2.4619541168    0.854  1.877  3.6504  2.046    4  0.000  0.473     0.00     0.00 -1    -1e-30      0.00 6.948e-01 2.901e-01 2.343e-03 1.058e-03 6.609e-03 -1.000 1.507e-02 0.078 0.100 -0.761 -1.092 -1.547 -1.988 -2.172 -1.605
0.0152 0.01508 10.13672 0.9506062269 2.4619550705    0.854  1.916  3.6468  1.993    4  0.000  0.473     0.00     0.00 -1    -1e-30      0.00 6.948e-01 2.901e-01 2.343e-03 1.058e-03 6.609e-03 -1.000 1.507e-02 -0.020 0.021 -0.856 -1.194 -1.656 -2.104 -2.292 -1.716
0.0152 0.01508 10.13672 0.9506084919 2.4619555473    0.854  1.955  3.6431  1.939    4  0.000  0.473     0.00     0.00 -1    -1e-30      0.00 6.948e-01 2.901e-01 2.343e-03 1.058e-03 6.609e-03 -1.000 1.507e-02 -0.118 -0.060 -0.950 -1.296 -1.763 -2.216 -2.408 -1.825
0.0152 0.01508 10.13672 0.9506098628 2.4619557858    0.854  1.992  3.6398  1.888    4  0.000  0.473     0.00     0.00 -1    -1e-30      0.00 6.948e-01 2.901e-01 2.343e-03 1.058e-03 6.609e-03 -1.000 1.507e-02 -0.210 -0.135 -1.038 -1.390 -1.864 -2.321 -2.517 -1.927
0.0152 0.01508 10.13672 0.9506106973 2.4619560242    0.854  2.021  3.6371  1.849    7  0.000  0.473     0.00     0.00 -1    -1e-30      0.00 6.948e-01 2.901e-01 2.343e-03 1.058e-03 6.609e-03 -1.000 1.507e-02 -0.283 -0.194 -1.107 -1.465 -1.943 -2.404 -2.602 -2.007
0.0152 0.01508 10.13672 0.9506109357 2.4619560242    0.854  2.029  3.6364  1.838    7  0.000  0.473     0.00     0.00 -1    -1e-30      0.00 6.948e-01 2.901e-01 2.343e-03 1.058e-03 6.609e-03 -1.000 1.507e-02 -0.303 -0.209 -1.125 -1.485 -1.964 -2.425 -2.625 -2.029
0.0152 0.01508 10.13672 0.9506118894 2.4619562626    0.854  2.070  3.6328  1.783    7  0.000  0.473     0.00     0.00 -1    -1e-30      0.00 6.948e-01 2.901e-01 2.343e-03 1.058e-03 6.609e-03 -1.000 1.507e-02 -0.405 -0.291 -1.221 -1.589 -2.075 -2.541 -2.744 -2.141
0.0152 0.01508 10.13672 0.9506129026 2.4619565010    0.854  2.110  3.6293  1.729    7  0.000  0.473     0.00     0.00 -1    -1e-30      0.00 6.948e-01 2.901e-01 2.343e-03 1.058e-03 6.609e-03 -1.000 1.507e-02 -0.504 -0.371 -1.314 -1.690 -2.182 -2.652 -2.859 -2.249
0.0152 0.01508 10.13672 0.9506142735 2.4619569778    0.854  2.149  3.6258  1.676    7  0.000  0.473     0.00     0.00 -1    -1e-30      0.00 6.948e-01 2.901e-01 2.343e-03 1.058e-03 6.609e-03 -1.000 1.507e-02 -0.601 -0.447 -1.405 -1.788 -2.287 -2.761 -2.972 -2.355
0.0152 0.01508 10.13672 0.9506168962 2.4619574547    0.854  2.135  3.6272  1.695    7  0.000  0.473     0.00     0.00 -1    -1e-30      0.00 6.948e-01 2.901e-01 2.343e-03 1.058e-03 6.609e-03 -1.000 1.507e-02 -0.567 -0.420 -1.373 -1.753 -2.249 -2.722 -2.931 -2.317
0.0152 0.01508 10.13672 0.9506215453 2.4619586468    0.854  2.092  3.6310  1.754    7  0.000  0.473     0.00     0.00 -1    -1e-30      0.00 6.948e-01 2.901e-01 2.343e-03 1.058e-03 6.609e-03 -1.000 1.507e-02 -0.460 -0.336 -1.273 -1.645 -2.134 -2.601 -2.807 -2.200
0.0152 0.01508 10.13672 0.9506609440 2.4619679451    0.853  2.087  3.6313  1.759    7  0.000  0.473     0.00     0.00 -1    -2e-15      0.00 6.948e-01 2.891e-01 2.343e-03 1.058e-03 6.609e-03 -1.000 1.606e-02 -0.447 -0.326 -1.261 -1.632 -2.121 -2.588 -2.793 -2.187
0.0152 0.01508 10.13672 0.9506953359 2.4619760513    0.851  2.124  3.6279  1.707    7  0.000  0.473     0.00     0.00 -1 -1.09e-09      0.00 6.948e-01 2.888e-01 2.343e-03 1.058e-03 6.609e-03 -1.000 1.643e-02 -0.541 -0.399 -1.349 -1.727 -2.222 -2.694 -2.902 -2.290
0.0152 0.01508 10.13672 0.9507224560 2.4619822502    0.850  2.166  3.6241  1.649    7  0.000  0.473     0.00     0.00 -1 -1.36e-09      0.00 6.948e-01 2.888e-01 2.343e-03 1.058e-03 6.609e-03 -1.000 1.643e-02 -0.646 -0.480 -1.446 -1.833 -2.335 -2.811 -3.024 -2.404
0.0152 0.01508 10.13672 0.9507452846 2.4619877338    0.848  2.207  3.6204  1.593    7  0.000  0.473     0.00     0.00 -1 -1.68e-09      0.00 6.948e-01 2.888e-01 2.343e-03 1.058e-03 6.609e-03 -1.000 1.643e-02 -0.749 -0.561 -1.541 -1.937 -2.445 -2.926 -3.143 -2.516
0.0152 0.01508 10.13672 0.9507649541 2.4619922638    0.847  2.249  3.6168  1.536    7  0.000  0.473     0.00     0.00 -1 -2.09e-09      0.00 6.948e-01 2.888e-01 2.343e-03 1.058e-03 6.609e-03 -1.000 1.643e-02 -0.852 -0.639 -1.636 -2.041 -2.555 -3.041 -3.262 -2.627
0.0152 0.01508 10.13672 0.9507819414 2.4619963169    0.845  2.290  3.6131  1.480    7  0.000  0.473     0.00     0.00 -1 -2.59e-09      0.00 6.948e-01 2.888e-01 2.343e-03 1.058e-03 6.609e-03 -1.000 1.643e-02 -0.954 -0.715 -1.731 -2.144 -2.666 -3.157 -3.383 -2.740
0.0152 0.01508 10.13672 0.9507967234 2.4619998932    0.843  2.330  3.6095  1.423    7  0.000  0.473     0.00     0.00 -1 -3.19e-09      0.00 6.948e-01 2.888e-01 2.343e-03 1.058e-03 6.609e-03 -1.000 1.643e-02 -1.056 -0.789 -1.828 -2.249 -2.777 -3.276 -3.507 -2.855
0.0152 0.01508 10.13672 0.9508097172 2.4620027542    0.840  2.371  3.6058  1.367    7  0.000  0.473     0.00     0.00 -1 -3.95e-09      0.00 6.948e-01 2.888e-01 2.343e-03 1.058e-03 6.609e-03 -1.000 1.643e-02 -1.158 -0.860 -1.924 -2.354 -2.889 -3.395 -3.632 -2.970
0.0152 0.01508 10.13672 0.9508212209 2.4620056152    0.838  2.411  3.6021  1.310    7  0.000  0.473     0.00     0.00 -1 -4.85e-09      0.00 6.948e-01 2.888e-01 2.343e-03 1.058e-03 6.609e-03 -1.000 1.643e-02 -1.258 -0.930 -2.020 -2.457 -2.999 -3.513 -3.755 -3.084
0.0152 0.01508 10.13672 0.9508315325 2.4620079994    0.835  2.452  3.5985  1.254    7  0.000  0.473     0.00     0.00 -1 -5.95e-09      0.00 6.948e-01 2.888e-01 2.343e-03 1.058e-03 6.609e-03 -1.000 1.643e-02 -1.359 -0.997 -2.114 -2.561 -3.110 -3.630 -3.878 -3.198
0.0152 0.01508 10.13672 0.9508410692 2.4620101452    0.832  2.491  3.5948  1.198    7  0.000  0.473     0.00     0.00 -1 -7.28e-09      0.00 6.948e-01 2.888e-01 2.343e-03 1.059e-03 6.609e-03 -1.000 1.643e-02 -1.459 -1.059 -2.208 -2.664 -3.219 -3.747 -4.001 -3.312
0.0152 0.01508 10.13672 0.9508500099 2.4620122910    0.829  2.531  3.5910  1.141    7  0.000  0.473     0.00     0.00 -1 -8.92e-09      0.00 6.948e-01 2.888e-01 2.341e-03 1.059e-03 6.609e-03 -1.000 1.639e-02 -1.558 -1.121 -2.302 -2.767 -3.329 -3.864 -4.124 -3.425
0.0152 0.01508 10.13672 0.9508584738 2.4620141983    0.825  2.571  3.5872  1.084    7  0.000  0.472     0.00     0.00 -1 -1.09e-08      0.00 6.948e-01 2.888e-01 2.339e-03 1.061e-03 6.609e-03 -1.000 1.637e-02 -1.657 -1.176 -2.394 -2.869 -3.438 -3.981 -4.246 -3.538
0.0152 0.01508 10.13672 0.9508646727 2.4620158672    0.821  2.601  3.5813  1.029    7  0.000  0.471     0.00     0.00 -1 -1.28e-08      0.00 6.948e-01 2.888e-01 2.335e-03 1.063e-03 6.609e-03 -1.000 1.637e-02 -1.732 -1.179 -2.458 -2.949 -3.529 -4.083 -4.358 -3.635
0.0152 0.01508 10.13672 0.9508724213 2.4620175362    0.816  2.641  3.5739  0.957    7  0.000  0.470     0.00     0.00 -1 -1.57e-08      0.00 6.948e-01 2.888e-01 2.329e-03 1.070e-03 6.609e-03 -1.000 1.637e-02 -1.831 -1.165 -2.542 -3.057 -3.649 -4.218 -4.503 -3.763
0.0152 0.01508 10.13672 0.9508795142 2.4620192051    0.810  2.680  3.5697  0.897    7  0.000  0.468     0.00     0.00 -1 -1.92e-08      0.00 6.948e-01 2.888e-01 2.320e-03 1.080e-03 6.609e-03 -1.000 1.637e-02 -1.930 -1.196 -2.632 -3.161 -3.761 -4.336 -4.627 -3.878
0.0152 0.01508 10.13672 0.9508861303 2.4620208740    0.803  2.721  3.5651  0.834    7  0.000  0.466     0.00     0.00 -1 -2.37e-08      0.00 6.948e-01 2.888e-01 2.311e-03 1.091e-03 6.609e-03 -1.000 1.637e-02 -2.033 -1.209 -2.722 -3.271 -3.879 -4.461 -4.758 -4.000
0.0152 0.01508 10.13672 0.9508915544 2.4620220661    0.797  2.763  3.5603  0.770    7  0.000  0.465     0.00     0.00 -1 -2.93e-08      0.00 6.948e-01 2.888e-01 2.302e-03 1.101e-03 6.609e-03 -1.000 1.637e-02 -2.137 -1.221 -2.813 -3.383 -3.999 -4.588 -4.892 -4.123
0.0152 0.01508 10.13672 0.9508951306 2.4620230198    0.791  2.801  3.5559  0.710    7  0.000  0.463     0.00     0.00 -1 -3.57e-08      0.00 6.948e-01 2.888e-01 2.295e-03 1.110e-03 6.609e-03 -1.000 1.637e-02 -2.233 -1.214 -2.891 -3.484 -4.110 -4.705 -5.015 -4.237
0.0152 0.01508 10.13672 0.9508978724 2.4620234966    0.786  2.839  3.5514  0.652    7  0.000  0.462     0.00     0.00 -1 -4.31e-08      0.00 6.948e-01 2.888e-01 2.288e-03 1.118e-03 6.609e-03 -1.000 1.635e-02 -2.327 -1.202 -2.966 -3.584 -4.217 -4.819 -5.136 -4.348
0.0152 0.01508 10.13672 0.9509003162 2.4620242119    0.780  2.877  3.5467  0.592    7  0.000  0.461     0.00     0.00 -1 -5.19e-08      0.00 6.948e-01 2.888e-01 2.283e-03 1.125e-03 6.609e-03 -1.000 1.633e-02 -2.422 -1.175 -3.035 -3.685 -4.329 -4.936 -5.260 -4.463
0.0152 0.01508 10.13672 0.9509024620 2.4620246887    0.775  2.914  3.5420  0.533    7  0.000  0.460     0.00     0.00 -1 -6.23e-08      0.00 6.948e-01 2.889e-01 2.278e-03 1.131e-03 6.609e-03 -1.000 1.633e-02 -2.515 -1.139 -3.099 -3.784 -4.439 -5.051 -5.381 -4.575
0.0152 0.01508 10.13672 0.9509046078 2.4620251656    0.768  2.952  3.5371  0.471    7  0.000  0.459     0.00     0.00 -1 -7.55e-08      0.00 6.948e-01 2.889e-01 2.275e-03 1.135e-03 6.609e-03 -1.000 1.634e-02 -2.610 -1.083 -3.154 -3.883 -4.550 -5.168 -5.505 -4.689
0.0152 0.01508 10.13672 0.9509063959 2.4620256424    0.760  2.985  3.5326  0.417    7  0.000  0.459     0.00     0.00 -1 -8.91e-08      0.00 6.948e-01 2.889e-01 2.272e-03 1.137e-03 6.609e-03 -1.000 1.637e-02 -2.691 -1.022 -3.195 -3.969 -4.649 -5.270 -5.613 -4.788
0.0152 0.01508 10.13672 0.9509084225 2.4620261192    0.751  3.023  3.5272  0.351    7  0.000  0.458     0.00     0.00 -1  -1.1e-07      0.00 6.948e-01 2.889e-01 2.271e-03 1.140e-03 6.609e-03 -1.000 1.639e-02 -2.788 -0.935 -3.229 -4.068 -4.766 -5.391 -5.742 -4.906
0.0152 0.01508 10.13672 0.9509105682 2.4620265961    0.738  3.062  3.5217  0.283    7  0.000  0.458     0.00     0.00 -1 -1.35e-07      0.00 6.948e-01 2.889e-01 2.271e-03 1.140e-03 6.609e-03 -1.000 1.639e-02 -2.884 -0.832 -3.248 -4.163 -4.882 -5.510 -5.869 -5.021
0.0152 0.01508 10.13672 0.9509127140 2.4620270729    0.722  3.097  3.5163  0.216    7  0.000  0.458     0.00     0.00 -1 -1.67e-07      0.00 6.948e-01 2.889e-01 2.271e-03 1.140e-03 6.609e-03 -1.000 1.639e-02 -2.973 -0.700 -3.236 -4.245 -4.991 -5.622 -5.989 -5.129
0.0152 0.01508 10.13672 0.9509149790 2.4620275497    0.701  3.133  3.5109  0.147    7  0.000  0.458     0.00     0.00 -1 -2.12e-07      0.00 6.948e-01 2.889e-01 2.271e-03 1.140e-03 6.609e-03 -1.000 1.639e-02 -3.062 -0.554 -3.211 -4.324 -5.098 -5.734 -6.108 -5.235
0.0152 0.01508 10.13672 0.9509174228 2.4620282650    0.672  3.164  3.5063  0.078    7  0.000  0.458     0.00     0.00 -1 -2.75e-07      0.00 6.948e-01 2.889e-01 2.271e-03 1.140e-03 6.609e-03 -1.000 1.639e-02 -3.141 -0.446 -3.193 -4.391 -5.193 -5.830 -6.208 -5.327
0.0152 0.01508 10.13672 0.9509180784 2.4620282650    0.663  3.164  3.5064  0.072    7  0.000  0.458     0.00     0.00 -1 -2.87e-07      0.00 6.948e-01 2.889e-01 2.271e-03 1.140e-03 6.609e-03 -1.000 1.639e-02 -3.141 -0.448 -3.194 -4.391 -5.192 -5.830 -6.208 -5.326
0.0152 0.01508 10.13672 0.9509181380 2.4620282650    0.662  3.163  3.5066  0.075    7  0.000  0.458     0.00     0.00 -1 -2.86e-07      0.00 6.948e-01 2.889e-01 2.271e-03 1.140e-03 6.609e-03 -1.000 1.639e-02 -3.137 -0.453 -3.195 -4.388 -5.187 -5.824 -6.202 -5.321
0.0152 0.01508 10.13672 0.9509182572 2.4620282650    0.660  3.160  3.5071  0.078    7  0.000  0.458     0.00     0.00 -1 -2.85e-07      0.00 6.948e-01 2.889e-01 2.271e-03 1.140e-03 6.609e-03 -1.000 1.639e-02 -3.129 -0.463 -3.197 -4.381 -5.178 -5.815 -6.193 -5.313
0.0152 0.01508 10.13672 0.9509183168 2.4620282650    0.659  3.159  3.5072  0.079    7  0.000  0.458     0.00     0.00 -1 -2.85e-07      0.00 6.948e-01 2.889e-01 2.271e-03 1.140e-03 6.609e-03 -1.000 1.639e-02 -3.127 -0.467 -3.198 -4.379 -5.176 -5.812 -6.190 -5.310
0.0152 0.01508 10.13672 0.9509184361 2.4620285034    0.658  3.158  3.5074  0.079    7  0.000  0.458     0.00     0.00 -1 -2.86e-07      0.00 6.948e-01 2.889e-01 2.271e-03 1.140e-03 6.609e-03 -1.000 1.639e-02 -3.125 -0.470 -3.199 -4.378 -5.173 -5.810 -6.188 -5.308
0.0152 0.01508 10.13672 0.9509184957 2.4620285034    0.656  3.155  3.5078  0.083    7  0.000  0.458     0.00     0.00 -1 -2.84e-07      0.00 6.948e-01 2.889e-01 2.271e-03 1.140e-03 6.609e-03 -1.000 1.639e-02 -3.119 -0.479 -3.200 -4.372 -5.165 -5.802 -6.179 -5.300
0.0152 0.01508 10.13672 0.9509186745 2.4620285034    0.654  3.163  3.5067  0.069    7  0.000  0.458     0.00     0.00 -1 -2.97e-07      0.00 6.948e-01 2.889e-01 2.271e-03 1.140e-03 6.609e-03 -1.000 1.639e-02 -3.139 -0.456 -3.197 -4.389 -5.189 -5.826 -6.204 -5.323
0.0152 0.01508 10.13672 0.9509188533 2.4620285034    0.652  3.180  3.5043  0.041    7  0.000  0.458     0.00     0.00 -1 -3.23e-07      0.00 6.948e-01 2.889e-01 2.271e-03 1.140e-03 6.609e-03 -1.000 1.639e-02 -3.181 -0.402 -3.189 -4.426 -5.239 -5.878 -6.258 -5.372
0.0152 0.01508 10.13672 0.9509190321 2.4620285034    0.648  3.226  3.4978 -0.033    7  0.000  0.458     0.00     0.00 -1 -3.93e-07      0.01 6.948e-01 2.889e-01 2.271e-03 1.140e-03 6.609e-03 -1.000 1.639e-02 -3.295 -0.245 -3.152 -4.518 -5.374 -6.017 -6.401 -5.503
0.0152 0.01508 10.13672 0.9509193301 2.4620285034    0.642  3.275  3.4906 -0.115    7  0.000  0.458     0.00     0.00 -1 -4.94e-07      0.01 6.948e-01 2.889e-01 2.271e-03 1.140e-03 6.609e-03 -1.000 1.639e-02 -3.418 -0.093 -3.115 -4.616 -5.519 -6.167 -6.554 -5.643
0.0152 0.01508 10.13672 0.9509196877 2.4620287418    0.631  3.320  3.4847 -0.192    7  0.000  0.458     0.00     0.00 -1 -6.24e-07      0.02 6.948e-01 2.889e-01 2.271e-03 1.140e-03 6.609e-03 -1.000 1.639e-02 -3.531 -0.031 -3.119 -4.709 -5.647 -6.299 -6.684 -5.766
0.0152 0.01508 10.13672 0.9509201050 2.4620287418    0.616  3.351  3.4818 -0.243    7  0.000  0.458     0.00     0.00 -1 -7.56e-07      0.02 6.948e-01 2.889e-01 2.271e-03 1.140e-03 6.609e-03 -1.000 1.639e-02 -3.606 -0.017 -3.139 -4.773 -5.729 -6.382 -6.768 -5.845
0.0152 0.01508 10.13672 0.9903907776 2.4708817005    0.523 -3.294  3.8738  7.898    9  0.523  0.000     0.00     0.00 -1    -1e-30      0.00 6.948e-01 2.901e-01 2.388e-03 1.136e-03 6.624e-03 -1.000 1.510e-02 13.005 12.990 12.687 12.637 12.484 12.341 12.316 12.491
#isochrone terminated
