# File generated by CMD 3.3 (http://stev.oapd.inaf.it/cmd) on Tue Sep 15 20:48:51 CEST 2020
# isochrones based on PARSEC release v1.2S +  COLIBRI S_35
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Photometric system: WFIRST proposed filters, Vegamags
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0 period1 pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  R062mag  Z087mag  Y106mag  J129mag  H158mag  F184mag  W149mag
0.0152 0.01508 10.07918 0.9500000477 2.4618122578    0.949  0.262  3.7504  4.107    2  0.000  0.535     0.00     0.00 -1 -2.07e-13      0.00 7.575e-01 2.293e-01 2.320e-03 6.353e-04 5.784e-03 -1.000 1.313e-02 4.116 3.876 3.334 3.164 2.881 2.629 2.551 2.881
0.0152 0.01508 10.07918 0.9524286985 2.4623827934    0.951  0.275  3.7490  4.090    2  0.000  0.535     0.00     0.00 -1 -2.17e-13      0.00 7.552e-01 2.316e-01 2.342e-03 6.414e-04 5.840e-03 -1.000 1.324e-02 4.083 3.845 3.299 3.127 2.842 2.587 2.509 2.841
0.0152 0.01508 10.07918 0.9589638710 2.4639010429    0.958  0.307  3.7406  4.027    2  0.000  0.535     0.00     0.00 -1 -2.51e-13      0.00 7.458e-01 2.404e-01 2.422e-03 6.632e-04 6.035e-03 -1.000 1.374e-02 4.003 3.773 3.205 3.022 2.724 2.455 2.370 2.720
0.0152 0.01508 10.07918 0.9624754190 2.4647071362    0.961  0.318  3.7314  3.980    2  0.000  0.536     0.00     0.00 -1 -2.72e-13      0.00 7.391e-01 2.468e-01 2.476e-03 6.775e-04 6.163e-03 -1.000 1.404e-02 3.975 3.757 3.164 2.968 2.656 2.371 2.277 2.648
0.0152 0.01508 10.07918 0.9646534920 2.4652035236    0.963  0.323  3.7227  3.942    2  0.000  0.536     0.00     0.00 -1 -2.87e-13      0.00 7.343e-01 2.515e-01 2.513e-03 6.875e-04 6.252e-03 -1.000 1.421e-02 3.964 3.761 3.142 2.934 2.608 2.307 2.206 2.596
0.0152 0.01508 10.07918 0.9664869905 2.4656195641    0.965  0.330  3.7134  3.899    2  0.000  0.536     0.00     0.00 -1 -3.06e-13      0.00 7.301e-01 2.555e-01 2.545e-03 6.959e-04 6.327e-03 -1.000 1.439e-02 3.946 3.761 3.116 2.893 2.552 2.233 2.123 2.535
0.0152 0.01508 10.07918 0.9682446718 2.4660167694    0.967  0.350  3.7046  3.843    2  0.000  0.537     0.00     0.00 -1 -3.41e-13      0.00 7.260e-01 2.595e-01 2.574e-03 7.036e-04 6.395e-03 -1.000 1.456e-02 3.895 3.731 3.058 2.822 2.465 2.129 2.011 2.444
0.0152 0.01508 10.07918 0.9697829485 2.4663629532    0.968  0.384  3.6980  3.784    2  0.000  0.537     0.00     0.00 -1 -3.93e-13      0.00 7.222e-01 2.631e-01 2.597e-03 7.097e-04 6.450e-03 -1.000 1.467e-02 3.810 3.664 2.969 2.723 2.356 2.006 1.882 2.330
0.0152 0.01508 10.07918 0.9703857303 2.4664981365    0.969  0.401  3.6958  3.759    2  0.000  0.537     0.00     0.00 -1 -4.21e-13      0.00 7.208e-01 2.645e-01 2.605e-03 7.120e-04 6.470e-03 -1.000 1.470e-02 3.768 3.628 2.926 2.676 2.305 1.951 1.825 2.278
0.0152 0.01508 10.07918 0.9710058570 2.4666371346    0.970  0.425  3.6942  3.729    2  0.000  0.537     0.00     0.00 -1  -4.6e-13      0.00 7.192e-01 2.661e-01 2.612e-03 7.139e-04 6.487e-03 -1.000 1.473e-02 3.709 3.573 2.866 2.614 2.240 1.882 1.754 2.211
0.0152 0.01508 10.07918 0.9720433950 2.4668693542    0.971  0.468  3.6918  3.676    3  0.000  0.537     0.00     0.00 -1 -5.38e-13      0.00 7.163e-01 2.689e-01 2.622e-03 7.172e-04 6.515e-03 -1.000 1.479e-02 3.601 3.472 2.757 2.501 2.123 1.760 1.630 2.093
0.0152 0.01508 10.07918 0.9731271863 2.4671111107    0.972  0.520  3.6899  3.617    3  0.000  0.535     0.00     0.00 -1 -6.49e-13      0.00 7.130e-01 2.722e-01 2.625e-03 7.219e-04 6.539e-03 -1.000 1.486e-02 3.471 3.348 2.627 2.368 1.986 1.619 1.487 1.955
0.0152 0.01508 10.07918 0.9740041494 2.4673063755    0.972  0.567  3.6886  3.565    3  0.000  0.531     0.00     0.00 -1 -7.67e-13      0.00 7.100e-01 2.751e-01 2.612e-03 7.340e-04 6.556e-03 -1.000 1.489e-02 3.353 3.235 2.510 2.248 1.864 1.494 1.361 1.832
0.0152 0.01508 10.07918 0.9747392535 2.4674696922    0.973  0.609  3.6875  3.519    3  0.000  0.524     0.00     0.00 -1 -8.92e-13      0.00 7.073e-01 2.778e-01 2.583e-03 7.603e-04 6.568e-03 -1.000 1.494e-02 3.247 3.132 2.404 2.140 1.755 1.382 1.247 1.721
0.0152 0.01508 10.07918 0.9754413366 2.4676256180    0.974  0.653  3.6865  3.471    3  0.000  0.514     0.00     0.00 -1 -1.04e-12      0.00 7.048e-01 2.803e-01 2.538e-03 8.088e-04 6.578e-03 -1.000 1.497e-02 3.137 3.025 2.294 2.028 1.641 1.267 1.131 1.607
0.0152 0.01508 10.07918 0.9760998487 2.4677712917    0.974  0.698  3.6856  3.423    3  0.000  0.503     0.00     0.00 -1 -1.22e-12      0.00 7.024e-01 2.826e-01 2.485e-03 8.728e-04 6.587e-03 -1.000 1.502e-02 3.026 2.917 2.182 1.915 1.526 1.150 1.013 1.492
0.0152 0.01508 10.07918 0.9767153263 2.4679074287    0.975  0.743  3.6845  3.374    3  0.000  0.493     0.00     0.00 -1 -1.43e-12      0.00 7.004e-01 2.846e-01 2.438e-03 9.318e-04 6.593e-03 -1.000 1.503e-02 2.913 2.807 2.069 1.800 1.409 1.031 0.893 1.374
0.0152 0.01508 10.07918 0.9772428870 2.4680240154    0.976  0.785  3.6835  3.329    3  0.000  0.486     0.00     0.00 -1 -1.66e-12      0.00 6.988e-01 2.862e-01 2.403e-03 9.775e-04 6.598e-03 -1.000 1.505e-02 2.808 2.706 1.964 1.694 1.301 0.921 0.782 1.265
0.0152 0.01508 10.07918 0.9777841568 2.4681434631    0.976  0.831  3.6823  3.278    3  0.000  0.479     0.00     0.00 -1 -1.96e-12      0.00 6.973e-01 2.876e-01 2.373e-03 1.016e-03 6.602e-03 -1.000 1.506e-02 2.693 2.595 1.848 1.576 1.181 0.799 0.658 1.144
0.0152 0.01508 10.07918 0.9782469273 2.4682452679    0.976  0.874  3.6811  3.230    3  0.000  0.475     0.00     0.00 -1 -2.29e-12      0.00 6.964e-01 2.886e-01 2.355e-03 1.040e-03 6.605e-03 -1.000 1.506e-02 2.585 2.491 1.740 1.466 1.069 0.684 0.542 1.031
0.0152 0.01508 10.07918 0.9786753654 2.4683396816    0.977  0.917  3.6798  3.182    3  0.000  0.472     0.00     0.00 -1 -2.67e-12      0.00 6.955e-01 2.894e-01 2.339e-03 1.061e-03 6.607e-03 -1.000 1.506e-02 2.478 2.387 1.633 1.356 0.957 0.569 0.426 0.918
0.0152 0.01508 10.07918 0.9790526032 2.4684226513    0.977  0.958  3.6785  3.136    3  0.000  0.470     0.00     0.00 -1 -3.09e-12      0.00 6.949e-01 2.900e-01 2.328e-03 1.075e-03 6.609e-03 -1.000 1.505e-02 2.375 2.290 1.530 1.251 0.849 0.459 0.314 0.810
0.0152 0.01508 10.07918 0.9794050455 2.4684998989    0.978  1.000  3.6770  3.089    3  0.000  0.468     0.00     0.00 -1 -3.59e-12      0.00 6.945e-01 2.905e-01 2.321e-03 1.084e-03 6.610e-03 -1.000 1.504e-02 2.271 2.191 1.427 1.145 0.740 0.347 0.200 0.700
0.0152 0.01508 10.07918 0.9797353745 2.4685723782    0.978  1.041  3.6755  3.041    3  0.000  0.467     0.00     0.00 -1 -4.18e-12      0.00 6.942e-01 2.908e-01 2.316e-03 1.091e-03 6.610e-03 -1.000 1.505e-02 2.167 2.092 1.322 1.037 0.630 0.234 0.085 0.589
0.0152 0.01508 10.07918 0.9800425172 2.4686398506    0.978  1.084  3.6739  2.992    3  0.000  0.466     0.00     0.00 -1 -4.87e-12      0.00 6.940e-01 2.909e-01 2.313e-03 1.095e-03 6.611e-03 -1.000 1.504e-02 2.061 1.992 1.216 0.929 0.518 0.118 -0.032 0.476
0.0152 0.01508 10.07918 0.9803110361 2.4686987400    0.978  1.124  3.6723  2.946    3  0.000  0.466     0.00     0.00 -1 -5.63e-12      0.00 6.940e-01 2.910e-01 2.312e-03 1.096e-03 6.611e-03 -1.000 1.505e-02 1.961 1.898 1.116 0.826 0.413 0.010 -0.143 0.369
0.0152 0.01508 10.07918 0.9805604815 2.4687533379    0.978  1.164  3.6707  2.899    3  0.000  0.466     0.00     0.00 -1 -6.51e-12      0.00 6.940e-01 2.910e-01 2.312e-03 1.097e-03 6.612e-03 -1.000 1.505e-02 1.860 1.803 1.016 0.723 0.307 -0.100 -0.254 0.262
0.0152 0.01508 10.07918 0.9808586240 2.4688186646    0.979  1.216  3.6684  2.838    3  0.000  0.466     0.00     0.00 -1 -7.88e-12      0.00 6.939e-01 2.910e-01 2.312e-03 1.097e-03 6.612e-03 -1.000 1.505e-02 1.729 1.681 0.886 0.589 0.168 -0.243 -0.400 0.122
0.0152 0.01508 10.07918 0.9810668230 2.4688642025    0.979  1.256  3.6666  2.792    3  0.000  0.466     0.00     0.00 -1  -9.1e-12      0.00 6.939e-01 2.910e-01 2.311e-03 1.097e-03 6.612e-03 -1.000 1.505e-02 1.631 1.590 0.788 0.487 0.064 -0.351 -0.510 0.016
0.0152 0.01508 10.07918 0.9813162088 2.4689188004    0.979  1.307  3.6643  2.731    3  0.000  0.466     0.00     0.00 -1  -1.1e-11      0.00 6.939e-01 2.910e-01 2.311e-03 1.098e-03 6.612e-03 -1.000 1.506e-02 1.502 1.471 0.660 0.356 -0.072 -0.492 -0.654 -0.122
