# File generated by CMD 3.4 (http://stev.oapd.inaf.it/cmd) on Fri Apr  2 18:02:34 CEST 2021
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# Photometric system: HST/WFC3 wide filters (UVIS1+IR, final throughputs)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  F218W1mag  F225W1mag  F275W1mag  F336Wmag  F390Wmag  F438Wmag  F475Wmag  F555Wmag  F606Wmag  F625Wmag  F775Wmag  F814Wmag  F105Wmag  F110Wmag  F125Wmag  F140Wmag  F160Wmag
0.00011527 -2.13000 10.07918 0.8008257151 2.4190130234    0.743  2.429  3.6962  1.617    7  0.000  0.531     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.558e-01 2.441e-01 2.026e-05 5.693e-06 5.092e-05 -1.000 1.141e-04 -1.302 3.349 2.564 1.224 -0.194 -0.146 -0.231 -0.595 -0.935 -1.238 -1.418 -1.896 -1.966 -2.334 -2.469 -2.634 -2.840 -3.039
0.00011527 -2.13000 10.07918 0.8008357882 2.4190165997    0.743  2.470  3.6940  1.567    7  0.000  0.525     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.557e-01 2.442e-01 2.005e-05 5.839e-06 5.092e-05 -1.000 1.080e-04 -1.404 3.381 2.578 1.203 -0.252 -0.219 -0.311 -0.683 -1.028 -1.335 -1.516 -1.999 -2.070 -2.443 -2.579 -2.746 -2.954 -3.155
0.00011527 -2.13000 10.07918 0.8008449674 2.4190196991    0.743  2.511  3.6917  1.517    7  0.000  0.512     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.556e-01 2.442e-01 1.958e-05 6.323e-06 5.093e-05 -1.000 1.182e-04 -1.507 3.412 2.591 1.180 -0.311 -0.293 -0.392 -0.772 -1.122 -1.432 -1.616 -2.103 -2.175 -2.552 -2.690 -2.858 -3.068 -3.271
0.00011527 -2.13000 10.07918 0.8008531928 2.4190225601    0.743  2.551  3.6894  1.467    7  0.000  0.495     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.555e-01 2.444e-01 1.898e-05 7.038e-06 5.094e-05 -1.000 1.205e-04 -1.608 3.446 2.610 1.163 -0.366 -0.364 -0.471 -0.858 -1.214 -1.528 -1.713 -2.206 -2.279 -2.661 -2.799 -2.968 -3.181 -3.386
0.00011527 -2.13000 10.07918 0.8008608818 2.4190251827    0.743  2.592  3.6872  1.418    7  0.000  0.480     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.554e-01 2.445e-01 1.840e-05 7.749e-06 5.095e-05 -1.000 1.206e-04 -1.709 3.486 2.639 1.156 -0.416 -0.431 -0.548 -0.943 -1.305 -1.623 -1.810 -2.308 -2.382 -2.769 -2.909 -3.079 -3.293 -3.501
0.00011527 -2.13000 10.07918 0.8008679748 2.4190278053    0.743  2.632  3.6849  1.368    7  0.000  0.466     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.551e-01 2.447e-01 1.789e-05 8.381e-06 5.096e-05 -1.000 1.162e-04 -1.811 3.510 2.663 1.163 -0.454 -0.492 -0.621 -1.027 -1.396 -1.719 -1.908 -2.412 -2.486 -2.878 -3.019 -3.191 -3.407 -3.617
0.00011527 -2.13000 10.07918 0.8008746505 2.4190299511    0.743  2.672  3.6827  1.319    7  0.000  0.455     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.549e-01 2.450e-01 1.746e-05 8.917e-06 5.097e-05 -1.000 1.138e-04 -1.911 3.510 2.685 1.200 -0.466 -0.538 -0.685 -1.106 -1.485 -1.814 -2.007 -2.516 -2.591 -2.987 -3.130 -3.303 -3.521 -3.733
0.00011527 -2.13000 10.07918 0.8008810878 2.4190323353    0.743  2.713  3.6805  1.270    7  0.000  0.445     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.547e-01 2.452e-01 1.707e-05 9.389e-06 5.097e-05 -1.000 1.205e-04 -2.013 3.514 2.714 1.244 -0.473 -0.579 -0.747 -1.185 -1.575 -1.910 -2.106 -2.621 -2.697 -3.098 -3.241 -3.416 -3.637 -3.851
0.00011527 -2.13000 10.07918 0.8008872271 2.4190344810    0.743  2.753  3.6782  1.221    7  0.000  0.436     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.545e-01 2.454e-01 1.675e-05 9.795e-06 5.097e-05 -1.000 1.206e-04 -2.113 3.522 2.754 1.297 -0.470 -0.614 -0.803 -1.260 -1.661 -2.003 -2.203 -2.724 -2.802 -3.207 -3.352 -3.528 -3.751 -3.968
0.00011527 -2.13000 10.07918 0.8008930087 2.4190363884    0.743  2.794  3.6759  1.170    7  0.000  0.429     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.542e-01 2.457e-01 1.645e-05 1.016e-05 5.094e-05 -1.000 1.205e-04 -2.215 3.536 2.805 1.359 -0.459 -0.644 -0.856 -1.333 -1.748 -2.098 -2.301 -2.830 -2.908 -3.319 -3.465 -3.642 -3.868 -4.087
0.00011527 -2.13000 10.07918 0.8008980751 2.4190382957    0.743  2.836  3.6736  1.120    7  0.000  0.422     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.539e-01 2.459e-01 1.620e-05 1.047e-05 5.089e-05 -1.000 1.205e-04 -2.319 3.559 2.865 1.430 -0.440 -0.667 -0.906 -1.405 -1.834 -2.193 -2.401 -2.937 -3.016 -3.432 -3.580 -3.758 -3.987 -4.208
0.00011527 -2.13000 10.07918 0.8009023666 2.4190397263    0.743  2.877  3.6712  1.069    7  0.000  0.418     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.537e-01 2.462e-01 1.599e-05 1.076e-05 5.081e-05 -1.000 1.204e-04 -2.422 3.589 2.935 1.509 -0.413 -0.684 -0.950 -1.474 -1.918 -2.286 -2.498 -3.043 -3.123 -3.545 -3.694 -3.874 -4.105 -4.328
0.00011527 -2.13000 10.07918 0.8009060025 2.4190409184    0.743  2.918  3.6688  1.018    7  0.000  0.414     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.534e-01 2.464e-01 1.581e-05 1.103e-05 5.070e-05 -1.000 1.176e-04 -2.524 3.623 3.015 1.598 -0.375 -0.693 -0.989 -1.539 -1.999 -2.378 -2.595 -3.148 -3.230 -3.657 -3.808 -3.989 -4.223 -4.448
0.00011527 -2.13000 10.07918 0.8009092808 2.4190421104    0.743  2.957  3.6664  0.969    7  0.000  0.411     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.532e-01 2.467e-01 1.565e-05 1.130e-05 5.055e-05 -1.000 1.057e-04 -2.624 3.658 3.102 1.701 -0.322 -0.690 -1.017 -1.597 -2.075 -2.465 -2.687 -3.250 -3.334 -3.766 -3.919 -4.102 -4.338 -4.566
0.00011527 -2.13000 10.07918 0.8009126186 2.4190433025    0.743  2.999  3.6639  0.918    7  0.000  0.409     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.530e-01 2.469e-01 1.553e-05 1.156e-05 5.040e-05 -1.000 1.205e-04 -2.726 3.701 3.199 1.820 -0.253 -0.674 -1.036 -1.650 -2.149 -2.552 -2.781 -3.356 -3.441 -3.880 -4.034 -4.218 -4.457 -4.687
0.00011527 -2.13000 10.07918 0.8009157181 2.4190444946    0.743  3.043  3.6612  0.863    7  0.000  0.408     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.527e-01 2.472e-01 1.543e-05 1.182e-05 5.023e-05 -1.000 1.205e-04 -2.838 3.755 3.311 1.958 -0.167 -0.646 -1.047 -1.703 -2.226 -2.646 -2.882 -3.470 -3.557 -4.004 -4.159 -4.346 -4.587 -4.820
0.00011527 -2.13000 10.07918 0.8009170890 2.4190449715    0.743  3.065  3.6599  0.835    7  0.000  0.407     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.525e-01 2.474e-01 1.535e-05 1.204e-05 5.007e-05 -1.000 1.205e-04 -2.893 3.785 3.369 2.032 -0.119 -0.627 -1.049 -1.726 -2.263 -2.691 -2.931 -3.527 -3.614 -4.065 -4.221 -4.409 -4.652 -4.885
0.00011527 -2.13000 10.07918 0.8009175658 2.4190449715    0.743  3.049  3.6609  0.855    7  0.000  0.407     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.524e-01 2.475e-01 1.532e-05 1.215e-05 4.999e-05 -1.000 1.205e-04 -2.853 3.763 3.326 1.977 -0.154 -0.641 -1.048 -1.709 -2.236 -2.658 -2.895 -3.485 -3.572 -4.020 -4.176 -4.362 -4.604 -4.837
0.00011527 -2.13000 10.07918 0.8009176254 2.4190449715    0.743  3.047  3.6610  0.857    7  0.000  0.407     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.524e-01 2.475e-01 1.532e-05 1.215e-05 4.999e-05 -1.000 1.205e-04 -2.848 3.761 3.322 1.972 -0.158 -0.642 -1.048 -1.707 -2.233 -2.654 -2.891 -3.481 -3.568 -4.016 -4.171 -4.358 -4.600 -4.832
0.00011527 -2.13000 10.07918 0.8009176850 2.4190449715    0.743  3.048  3.6609  0.856    7  0.000  0.407     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.524e-01 2.475e-01 1.532e-05 1.216e-05 4.998e-05 -1.000 1.205e-04 -2.851 3.763 3.326 1.976 -0.155 -0.641 -1.047 -1.708 -2.235 -2.656 -2.894 -3.484 -3.570 -4.018 -4.174 -4.361 -4.603 -4.835
0.00011527 -2.13000 10.07918 0.8009178042 2.4190452099    0.743  3.062  3.6601  0.839    7  0.000  0.407     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.524e-01 2.475e-01 1.531e-05 1.217e-05 4.998e-05 -1.000 1.204e-04 -2.886 3.782 3.362 2.022 -0.125 -0.629 -1.049 -1.723 -2.258 -2.685 -2.925 -3.519 -3.607 -4.057 -4.213 -4.401 -4.643 -4.877
0.00011527 -2.13000 10.07918 0.8009179235 2.4190452099    0.743  3.073  3.6594  0.826    7  0.000  0.407     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.524e-01 2.475e-01 1.531e-05 1.217e-05 4.998e-05 -1.000 1.205e-04 -2.912 3.794 3.388 2.059 -0.101 -0.620 -1.049 -1.734 -2.275 -2.706 -2.948 -3.546 -3.634 -4.086 -4.243 -4.431 -4.674 -4.909
0.00011527 -2.13000 10.07918 0.8009180427 2.4190452099    0.743  3.093  3.6581  0.801    7  0.000  0.407     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.524e-01 2.475e-01 1.531e-05 1.219e-05 4.996e-05 -1.000 1.205e-04 -2.962 3.819 3.440 2.133 -0.051 -0.598 -1.047 -1.753 -2.307 -2.746 -2.991 -3.597 -3.686 -4.142 -4.300 -4.488 -4.733 -4.969
0.00011527 -2.13000 10.07918 0.8009182811 2.4190452099    0.743  3.127  3.6560  0.758    7  0.000  0.406     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.521e-01 2.478e-01 1.521e-05 1.252e-05 4.972e-05 -1.000 1.205e-04 -3.047 3.867 3.508 2.196 -0.026 -0.602 -1.069 -1.797 -2.365 -2.814 -3.064 -3.679 -3.769 -4.232 -4.392 -4.582 -4.829 -5.067
0.00011527 -2.13000 10.07918 0.8009186387 2.4190454483    0.743  3.178  3.6526  0.693    7  0.000  0.406     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.517e-01 2.482e-01 1.508e-05 1.297e-05 4.939e-05 -1.000 1.205e-04 -3.175 3.943 3.614 2.295 0.015 -0.604 -1.100 -1.864 -2.453 -2.917 -3.174 -3.805 -3.897 -4.370 -4.532 -4.725 -4.976 -5.217
0.00011527 -2.13000 10.07918 0.8009191751 2.4190456867    0.743  3.230  3.6491  0.628    7  0.523  0.405     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.512e-01 2.486e-01 1.494e-05 1.350e-05 4.899e-05 -1.000 1.205e-04 -3.304 4.016 3.720 2.401 0.060 -0.603 -1.128 -1.927 -2.539 -3.019 -3.282 -3.929 -4.024 -4.508 -4.672 -4.867 -5.122 -5.367
0.00011527 -2.13000 10.07918 0.8009194732 2.4190456867    0.743  3.240  3.6460  0.605    8  0.521  0.419    47.53    26.44    17.47    13.85    11.24  1 -4.22e-07      0.00 7.511e-01 2.488e-01 1.559e-05 1.365e-05 4.944e-05 -1.000 1.478e-04 -3.331 4.124 3.851 2.543 0.152 -0.539 -1.083 -1.906 -2.532 -3.023 -3.291 -3.950 -4.046 -4.539 -4.706 -4.904 -5.163 -5.411
0.00011527 -2.13000 10.07918 0.8009195328 2.4190456867    0.741  3.023  3.6599  0.877    8  0.521  0.420    26.76    16.16    10.91     8.59     6.96  1 -1.78e-07      0.00 7.511e-01 2.488e-01 1.559e-05 1.365e-05 4.944e-05 -1.000 1.478e-04 -2.787 3.853 3.429 2.090 -0.053 -0.547 -0.962 -1.631 -2.163 -2.588 -2.826 -3.419 -3.506 -3.957 -4.113 -4.300 -4.544 -4.778
0.00011527 -2.13000 10.07918 0.8009196520 2.4190456867    0.739  2.867  3.6697  1.071    8  0.521  0.420    17.99    11.37     7.80     6.11     4.95  2 -1.01e-07      0.00 7.511e-01 2.488e-01 1.559e-05 1.365e-05 4.944e-05 -1.000 1.478e-04 -2.397 3.671 3.040 1.624 -0.322 -0.612 -0.892 -1.430 -1.882 -2.255 -2.470 -3.019 -3.100 -3.525 -3.675 -3.856 -4.088 -4.313
0.00011527 -2.13000 10.07918 0.8009198904 2.4190459251    0.733  2.647  3.6834  1.342    8  0.521  0.420    10.48     6.95     4.88     3.79     3.07  3 -4.97e-08      0.00 7.511e-01 2.488e-01 1.559e-05 1.365e-05 4.944e-05 -1.000 1.478e-04 -1.848 3.535 2.703 1.214 -0.434 -0.494 -0.634 -1.051 -1.426 -1.753 -1.944 -2.451 -2.527 -2.921 -3.063 -3.236 -3.454 -3.665
0.00011527 -2.13000 10.07918 0.8009201884 2.4190459251    0.726  2.651  3.6830  1.332    8  0.522  0.420    10.65     7.06     4.95     3.85     3.11  3 -5.08e-08      0.00 7.511e-01 2.488e-01 1.559e-05 1.365e-05 4.944e-05 -1.000 1.478e-04 -1.857 3.546 2.718 1.232 -0.426 -0.492 -0.636 -1.055 -1.433 -1.761 -1.953 -2.461 -2.537 -2.932 -3.074 -3.247 -3.465 -3.677
0.00011527 -2.13000 10.07918 0.8009205461 2.4190461636    0.717  2.724  3.6781  1.234    8  0.522  0.420    12.88     8.40     5.84     4.56     3.69  2 -6.48e-08      0.00 7.511e-01 2.488e-01 1.559e-05 1.365e-05 4.944e-05 -1.000 1.478e-04 -2.040 3.588 2.820 1.365 -0.400 -0.541 -0.730 -1.186 -1.588 -1.930 -2.130 -2.651 -2.729 -3.134 -3.279 -3.455 -3.678 -3.895
0.00011527 -2.13000 10.07918 0.8009210229 2.4190461636    0.706  2.909  3.6662  0.995    8  0.522  0.420    20.78    12.89     8.78     6.90     5.59  2 -1.24e-07      0.00 7.511e-01 2.488e-01 1.559e-05 1.365e-05 4.944e-05 -1.000 1.478e-04 -2.501 3.769 3.212 1.814 -0.207 -0.570 -0.896 -1.475 -1.953 -2.342 -2.564 -3.127 -3.210 -3.643 -3.796 -3.979 -4.216 -4.444
0.00011527 -2.13000 10.07918 0.8009215593 2.4190464020    0.693  3.077  3.6552  0.775    8  0.522  0.420    32.75    19.10    12.79    10.12     8.20  1 -2.38e-07      0.00 7.511e-01 2.488e-01 1.559e-05 1.365e-05 4.944e-05 -1.000 1.478e-04 -2.923 4.010 3.653 2.338 0.108 -0.468 -0.937 -1.667 -2.237 -2.687 -2.937 -3.553 -3.644 -4.108 -4.268 -4.459 -4.708 -4.947
0.00011527 -2.13000 10.07918 0.8009221554 2.4190466404    0.679  3.189  3.6478  0.624    8  0.523  0.420    44.97    24.93    16.48    13.10    10.63  1 -3.86e-07      0.00 7.511e-01 2.488e-01 1.559e-05 1.365e-05 4.944e-05 -1.000 1.478e-04 -3.202 4.171 3.884 2.568 0.207 -0.466 -0.998 -1.806 -2.423 -2.907 -3.172 -3.824 -3.919 -4.407 -4.573 -4.769 -5.025 -5.272
0.00011527 -2.13000 10.07918 0.8009228706 2.4190468788    0.664  3.248  3.6436  0.538    8  0.523  0.420    54.04    28.97    19.01    15.16    12.29  1 -5.14e-07      0.00 7.511e-01 2.488e-01 1.559e-05 1.365e-05 4.944e-05 -1.000 1.478e-04 -3.350 4.248 3.998 2.715 0.279 -0.450 -1.016 -1.870 -2.515 -3.019 -3.293 -3.966 -4.064 -4.565 -4.734 -4.934 -5.195 -5.446
0.00011527 -2.13000 10.07918 0.8009236455 2.4190471172    0.647  3.275  3.6414  0.491    8  0.524  0.420    59.67    31.31    20.47    16.35    13.26  1 -6.01e-07      0.00 7.511e-01 2.488e-01 1.559e-05 1.365e-05 4.944e-05 -1.000 1.478e-04 -3.417 4.297 4.062 2.806 0.332 -0.425 -1.009 -1.889 -2.550 -3.066 -3.345 -4.029 -4.129 -4.638 -4.809 -5.010 -5.274 -5.527
0.00011527 -2.13000 10.07918 0.8009244800 2.4190473557    0.629  3.289  3.6432  0.472    8  0.524  0.419    62.04    32.18    20.99    16.80    13.62  1 -6.87e-07      0.00 7.511e-01 2.488e-01 1.559e-05 1.365e-05 4.944e-05 -1.000 1.478e-04 -3.452 4.216 3.972 2.710 0.259 -0.490 -1.068 -1.940 -2.597 -3.111 -3.388 -4.069 -4.168 -4.672 -4.841 -5.041 -5.302 -5.553
0.00011527 -2.13000 10.07918 0.8009283543 2.4190487862    0.526 -9.999  4.0000  1.882    9  0.526  0.000     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.511e-01 2.488e-01 1.559e-05 1.365e-05 4.944e-05 -1.000 1.478e-04 29.767 29.823 29.806 29.815 29.879 29.917 30.050 30.059 30.070 30.062 30.065 30.070 30.058 30.084 30.088 30.101 30.102 30.098
#isochrone terminated
